ADIDU,Arr_Ville,Type,Pop2021,LogPriv2021,nblog2021_ilot,Mono_pr,ImmRecent_Pr,AutochMinor_pr,SansDiplome_pr,pr_men_bil,pr_ind_sfr,pr_log_Autor_AxesPS,pr_laeq60pl,pr_nocanop,pr_indust300m,pr_logchaleur,mefaits_pond,collisions_rt,crimes_pond,nb_commerces_alimentaires_moyenne_ponderee,nb_organismes_communautaires_moyenne_ponderee,nb_pharmacies_moyenne_ponderee,nb_ecoles_primaires_moyenne_ponderee,nb_pass_TC,nb_emplois_acces_tc_30min,nb_biblio_lieux_cult_principaux_moy_pond,nb_equipement_distinct_moy_pond,superficie_parc_accessible_moy_pond,ACP_sociale,ACP_econo,ACP_environn,ACP_securité,ACP_proximité,ACP_CultSportLoisir,ACP_sociale_2quintiles,ACP_econo_2quintiles,ACP_enviro_2quintiles,ACP_securite_2quintiles,ACP_proximite_2quintiles,ACP_cultSportLoisir_2quintiles,Indice_emv
24660076,Mercier-Hochelaga-Maisonneuve,Arrondissement,493,271,271,"13,04347826","3,703703704","18,75","11,62790698","16,1","10,63829787",0,0,0,0,0,"182,6826568","19,70848708","679,7343173",2,"10,06642066","2,627306273","3,232472325","747,632082",14250,0,"10,15867159","24,98518172","-0,6404028755","0,2784844431","-1,294589457","-0,02949765916","0,1059278419","-0,1055775631",0,1,0,0,0,0,1
24660077,Mercier-Hochelaga-Maisonneuve,Arrondissement,459,231,231,"12,5",0,"19,19191919","3,846153846",0,"7,608695652",0,"31,6017316",0,0,0,"174,2640693","19,81385281","638,95671","1,683982684","7,398268398","2,186147186","3,497835498","1116,456548",34640,"0,632034632","13,31601732","29,15480145","-1,111973552","-1,039245271","-1,022262376","-0,07927821095","0,2733293916","0,8025755381",0,0,0,0,0,0,0
24660078,Mercier-Hochelaga-Maisonneuve,Arrondissement,530,273,273,"17,85714286",0,"29,80769231","12,5",0,"5,714285714",0,"68,4981685",0,0,0,"165,9304029","19,73260073","723,0586081","2,238095238","12,20512821","2,769230769","3,230769231","654,140936",34640,"0,9084249084","11,15384615","14,08627386","-0,3515018812","-1,200541168","-0,7043083133","-0,03423056301","0,169095034","0,8017903446",0,0,0,0,0,0,0
24660079,Mercier-Hochelaga-Maisonneuve,Arrondissement,474,241,241,"14,28571429",0,"21,73913043","3,921568627",20,"5,263157895",0,"68,04979253",0,0,0,"150,3817427","22,27385892","725,033195",2,"14,72614108","2,651452282","2,601659751","376,276284",34640,2,"9,726141079","11,03556051","-0,9793322752","0,0775453765","-0,7081721812","-0,01915146953","-0,0507976898","1,426286314",0,0,0,0,0,0,0
24660080,Mercier-Hochelaga-Maisonneuve,Arrondissement,636,310,310,"22,58064516",0,"23,2","13,58024691","16,1",4,0,100,0,0,0,"189,1","19,78709677","920,6032258",3,"18,50645161",3,"2,738709677","271,258307",34640,2,"9,738709677","14,92339676","-0,2139622289","-0,2867206836","-0,4328421189","0,1767134135","0,07855893217","1,398650846",0,0,0,1,0,0,1
24660081,Mercier-Hochelaga-Maisonneuve,Arrondissement,700,301,301,"12,12121212","3,418803419","20,51282051","22,03389831","14,8","7,03125",0,"67,44186047",0,0,0,"198,6677741","17,97342193","915,9966777","3,202657807","17,4717608","3,531561462","2,026578073","274,317304",14250,"1,754152824","8,46179402","17,96253155","-0,283845458","-0,1142030246","-0,7134110196","0,1598463815","0,0163092349","1,002787308",0,0,0,1,0,0,1
24660082,Mercier-Hochelaga-Maisonneuve,Arrondissement,676,340,340,"12,5","5,691056911","22,76422764",25,"18,4","9,701492537",0,100,100,0,"63,82352941","215,5264706","15,73529412","975,1147059","2,558823529","17,82352941",4,"1,802941176","300,50512",14250,"1,117647059","10,61470588","35,61606488","-0,01206602384","0,3501191015","1,124043234","0,2018973197","0,05153769942","0,7142527024",0,1,1,1,0,0,3
24660083,Mercier-Hochelaga-Maisonneuve,Arrondissement,471,242,242,25,0,"9,574468085","18,51851852","12,9","6,52173913",0,100,"63,2231405",0,0,"201,3471074","14,14049587","899,1487603",2,"14,25619835",4,"1,367768595","391,127298",8240,0,"12,10330579","40,67753998","-0,1717282798","-0,2826515601","0,1568192064","0,07744031289","-0,05960237763","0,06411445411",0,0,0,1,0,0,1
24660084,Mercier-Hochelaga-Maisonneuve,Arrondissement,467,224,224,"15,38461538",0,"19,56521739","11,32075472","38,9","4,255319149",0,100,0,0,0,"201,53125",16,"885,6026786",3,"14,50446429",4,2,"326,86",8240,"0,9910714286","11,52232143","39,18933777","-0,6979524011","1,235824505","-0,4328421189","0,1038040213","0,02687001639","0,7276006662",0,1,0,1,0,0,2
24660085,Mercier-Hochelaga-Maisonneuve,Arrondissement,590,336,336,20,0,"8,403361345","22,22222222",12,"13,55932203",0,"77,67857143","35,71428571",0,0,"159,1220238","7,964285714","688,9583333",1,"7,300595238","1,446428571","0,8273809524","220,655977",8240,0,"13,03571429","38,44848341","-0,29046983","0,2573075608","-0,2921011023","-0,3086481001","-0,7939233799","0,2194875569",0,1,0,0,1,0,2
24660086,Mercier-Hochelaga-Maisonneuve,Arrondissement,384,188,188,"15,78947368",0,"10,52631579","28,57142857","13,3","15,58441558",0,0,0,0,0,"185,8723404","13,04255319","780,5106383",2,8,2,1,"224,439153",4925,2,"8,872340426","32,93326409","-0,2152754794","0,5153025651","-1,294589457","-0,07386878597","-0,6371561983","1,133335641",0,1,0,0,1,0,2
24660087,Mercier-Hochelaga-Maisonneuve,Arrondissement,828,368,368,"28,20512821","9,248554913","45,0867052","36,84210526","11,1","17,68292683",0,100,"44,56521739",0,0,"162,8478261","7,77173913","677,7608696",1,"5,326086957",1,1,"240,616",4925,0,"14,55434783","34,99563656","1,724825343","0,5491616107","-0,01719707276","-0,3125086766","-0,8753234691","0,4711988665",1,1,0,0,1,0,3
24660088,Mercier-Hochelaga-Maisonneuve,Arrondissement,470,191,191,"33,33333333","4,210526316",40,"31,81818182",0,"7,446808511",0,100,0,0,0,152,9,618,1,5,1,1,210,4925,0,9,"7,815864247","1,454698116","-1,053028841","-0,4328421189","-0,3608344305","-0,9013379718","-0,147350133",1,0,0,0,1,0,2
24660089,Mercier-Hochelaga-Maisonneuve,Arrondissement,390,185,185,"18,18181818","9,302325581","31,03448276","11,32075472",0,"3,846153846",0,"45,94594595",0,0,0,"142,4324324","9,918918919","625,8108108",1,"3,621621622",1,2,"134,730159",4925,0,"6,918918919","7,694179849","0,07052094566","-1,359599669","-0,8986514908","-0,3590532336","-0,8595129632","-0,4554579652",0,0,0,0,1,1,2
24660090,Mercier-Hochelaga-Maisonneuve,Arrondissement,1068,531,531,"27,77777778","8,542713568","50,75376884","18,42105263","12,8","10,74766355",0,100,"17,13747646","64,59510358","17,13747646","112,6346516","2,525423729","467,8003766",1,2,1,"1,525423729","254,662313",4925,0,"6,101694915","18,10224515","1,103893917","0,07057417604","0,3841143923","-0,6988609139","-0,8764514551","-0,6557909973",1,0,1,0,1,1,4
24660091,Mercier-Hochelaga-Maisonneuve,Arrondissement,606,259,259,"18,18181818","4,166666667",45,"26,08695652","14,7","10,74380165",0,100,100,100,100,"137,6486486","2,617760618","586,3899614",1,2,1,"1,617760618","276,714286",4925,0,"10,17760618","32,13501626","0,6308084161","0,1953125729","2,235675579","-0,5449952534","-0,8518758042","-0,1570205472",1,0,1,0,1,0,3
24660092,Mercier-Hochelaga-Maisonneuve,Arrondissement,375,180,180,"33,33333333",0,"38,35616438","17,07317073","13,3",10,"12,22",100,85,100,0,"107,55","1,85","454,7388889",1,2,1,1,"272,271508",4925,0,4,"31,29864267","0,6923922392","0,03982822239","1,188393818","-0,7343664626","-0,9276828871","-1,06802074",1,0,1,0,1,1,4
24660093,Mercier-Hochelaga-Maisonneuve,Arrondissement,612,321,321,"15,625",0,"22,55639098","10,25641026","12,5","6,611570248",0,"33,02180685","31,15264798",100,0,"76,26479751",1,"315,7850467",1,2,1,1,"251,058923",6270,0,"1,990654206","4,821138447","-0,6706303521","-0,3013330012","0,03833821733","-0,9338890398","-0,9379468549","-1,165481825",0,0,0,0,1,1,2
24660094,Mercier-Hochelaga-Maisonneuve,Arrondissement,577,267,267,"6,666666667","1,923076923","16,34615385","8,196721311",0,"8,695652174",0,0,0,"57,67790262",0,"102,8202247","6,707865169",443,1,2,1,2,"195,922348",6270,0,"6,269662921","7,551021734","-1,188275968","-0,9466984448","-0,8574989936","-0,6591040935","-0,8538317619","-0,5507832491",0,0,0,0,1,1,2
24660095,Mercier-Hochelaga-Maisonneuve,Arrondissement,536,272,272,"17,85714286",0,"21,69811321","12,6984127","15,6","6,481481481","85,66","71,32352941","31,25",100,0,"77,08823529","4,621323529","344,2389706","0,7132352941","2,455882353","0,4852941176","1,227941176","230,204699",6270,"0,4558823529","2,139705882","3,047259022","-0,4934300003","-0,1083521313","0,8645986094","-0,8382917029","-1,001491585","-0,7902007242",0,0,1,0,1,1,3
24660096,Mercier-Hochelaga-Maisonneuve,Arrondissement,541,264,264,"13,79310345",0,"25,83333333","9,722222222","16,7","7,407407407","47,35","47,34848485","21,59090909","70,45454545",0,"118,155303","10,8219697",522,"0,7234848485","4,295454545","0,196969697",2,"115,922509",6270,"1,053030303",6,"2,937543894","-0,7150415329","0,04289138648","0,1224985352","-0,479967292","-0,9822624391","0,2288149364",0,0,0,0,1,0,1
24660097,Mercier-Hochelaga-Maisonneuve,Arrondissement,515,306,306,"11,53846154","2,150537634","12,90322581","7,142857143",0,"9,708737864","30,72","77,77777778","46,40522876","46,40522876",0,"112,0915033","12,75816993","545,3071895",1,4,0,2,"265,914696",6270,2,6,"5,034799875","-1,053127269","-0,8604412088","0,3377532458","-0,4377459047","-0,9114171213","0,9185063159",0,0,1,0,1,0,2
24660098,Mercier-Hochelaga-Maisonneuve,Arrondissement,490,260,260,"11,53846154",0,"6,18556701","7,272727273","17,2","7,142857143",0,"26,53846154",0,0,0,"178,7",17,"809,15","1,730769231","8,380769231","1,730769231",1,"252,523627",4925,2,6,"14,72522163","-1,270770178","0,05327918605","-1,065894971","0,009726354332","-0,6627697242","0,8449730357",0,0,0,0,1,0,1
24660099,Mercier-Hochelaga-Maisonneuve,Arrondissement,727,388,388,"38,23529412","5,590062112","51,875","26,13636364","11,1","19,31034483",0,100,0,0,0,"165,1752577",20,"799,6340206","1,484536082","11,69587629","1,484536082",3,"282,503751",34640,2,"9,242268041","8,283572709","1,756912257","0,6877249915","-0,4328421189","0,02953771179","-0,3193718259","1,375316093",1,1,0,1,0,0,3
24660100,Mercier-Hochelaga-Maisonneuve,Arrondissement,479,266,266,30,"4,95049505","31,68316832","45,45454545","21,2","17,70833333",100,100,0,0,0,162,20,816,1,14,3,3,"282,349057",34640,2,10,"7,244318055","1,678821734","1,216155762","0,1453604814","0,03496943053","-0,07343800067","1,495722006",1,1,0,1,0,0,3
24660101,Mercier-Hochelaga-Maisonneuve,Arrondissement,464,239,239,"10,34482759","9,195402299","16,09195402","6,25",0,"5,376344086","14,64","43,09623431",0,0,"14,64435146","110,665272","18,50209205","535,790795","1,343096234","7,690376569","1,489539749","1,983263598","467,646141",34640,2,"7,569037657","6,620476785","-0,7588791719","-1,229314559","-0,6953326106","-0,33554448","-0,4174238913","1,139468865",0,0,0,0,0,0,0
24660102,Mercier-Hochelaga-Maisonneuve,Arrondissement,512,251,251,"10,34482759",0,"12,87128713","5,357142857",0,"5,825242718","28,29",0,"41,83266932",0,0,"90,05976096","15,3625498","415,5498008","1,581673307","5,673306773","1,115537849",1,"611,858981",34640,2,6,"5,540839441","-1,273258378","-1,191093947","-0,7408564674","-0,5403334737","-0,5309642232","0,9146663645",0,0,0,0,1,0,1
24660103,Mercier-Hochelaga-Maisonneuve,Arrondissement,391,271,271,"17,64705882",0,"14,28571429","7,692307692",0,"7,692307692",0,100,100,100,0,108,15,551,1,5,1,2,"288,472794",34640,2,8,"6,955550461","-0,8224094284","-1,032126284","1,2576375","-0,3987470907","-0,6710281932","1,200922219",0,0,1,0,1,0,2
24660104,Mercier-Hochelaga-Maisonneuve,Arrondissement,640,326,326,25,"1,538461538","43,07692308","17,33333333",0,"8,59375","41,41",100,100,100,"5,214723926","117,0398773","13,53067485","463,0552147","1,521472393","7,751533742","0,7392638037","2,733128834","277,208723",6655,0,"11,21165644","5,064785685","0,4719483368","-0,9553747097","1,548073183","-0,4756776014","-0,6050754917","0,2019467791",1,0,1,0,1,0,3
24660107,Mercier-Hochelaga-Maisonneuve,Arrondissement,512,258,258,"21,73913043","6,060606061","44,89795918",16,14,"16,66666667","81,01",100,100,100,"81,00775194","168,6589147","14,37984496","467,2945736",5,"10,18992248",1,3,"293,013699",35090,0,15,"8,784243245","0,5129107533","0,6535261491","2,518326087","-0,3344990197","-0,2521792946","0,7362746502",1,1,1,0,0,0,3
24660108,Mercier-Hochelaga-Maisonneuve,Arrondissement,747,474,474,"37,5","10,59602649","30,92105263","21,51898734","23,3","16,66666667",0,100,100,0,0,146,8,360,4,8,2,2,"562,669231",60710,0,7,"8,784243245","1,398634681","1,265697234","0,4998248139","-0,5976840399","-0,09805239863","-0,451689455",1,1,1,0,0,1,4
24660109,Mercier-Hochelaga-Maisonneuve,Arrondissement,614,307,307,"33,33333333","8,661417323","39,37007874","16,90140845","20,8","19,67213115",0,0,100,0,0,180,16,493,4,9,2,2,"340,798678",60710,1,7,"8,784243245","1,102754273","1,357029617","-0,3619225241","-0,2557669631","-0,2138128334","0,2934303423",1,1,0,0,0,0,2
24660110,Mercier-Hochelaga-Maisonneuve,Arrondissement,647,272,272,20,"3,846153846","38,46153846","15,49295775","8,7","8,59375",0,0,100,0,0,194,22,587,4,13,2,1,"635,76363",60710,1,13,"12,54967498","0,1933749967","-0,3826985338","-0,3619225241","-0,03084145492","-0,06286795115","1,155830408",1,0,0,0,0,0,1
24660111,Mercier-Hochelaga-Maisonneuve,Arrondissement,358,177,177,"10,52631579","9,722222222","31,50684932","25,58139535","18,5","12,5",0,"59,3220339",100,0,100,"202,3389831","24,77966102","643,5423729",5,15,2,1,"426,076149",35090,1,"10,03389831","12,71095154","0,2634493594","0,594975131","1,127321602","0,08793862721","-0,1580265085","0,7141538098",1,1,1,1,0,0,4
24660112,Mercier-Hochelaga-Maisonneuve,Arrondissement,422,195,195,"13,63636364","4,444444444","40,4494382","15,2173913",0,"7,058823529",0,100,100,0,0,"152,174359","18,35897436","583,2307692",3,"10,27179487","1,271794872","1,728205128","341,991533",35090,0,13,"9,370842468","-0,04852339645","-1,086063077","0,4998248139","-0,2036118134","-0,4235505096","0,4348323661",0,0,1,0,0,0,1
24660114,Mercier-Hochelaga-Maisonneuve,Arrondissement,654,349,349,"15,625","6,015037594","41,35338346","18,18181818","15,6",10,0,100,100,0,100,175,22,545,3,7,1,1,"864,369698",35090,1,8,"6,687081507","0,2410209728","0,1912253724","1,477862892","-0,1084883113","-0,2961587912","0,4578396295",1,0,1,0,0,0,2
24660115,Mercier-Hochelaga-Maisonneuve,Arrondissement,412,192,192,"18,18181818",0,"39,28571429","23,25581395",16,"8,536585366",0,100,100,0,100,200,24,617,3,11,2,1,"892,88471",35090,1,10,"12,54967498","0,2308248825","0,09295568224","1,477862892","0,0462129724","-0,04775676065","0,7103438687",1,0,1,1,0,0,3
24660117,Mercier-Hochelaga-Maisonneuve,Arrondissement,539,290,290,"25,92592593",0,"25,23364486",20,"12,2","12,14953271",0,100,100,0,"71,72413793","193,6586207","21,22413793","572,2931034",4,"11,09655172","2,565517241","1,155172414","932,08527",60710,1,"13,75862069","15,07192452","0,213489743","0,1504387253","1,201314194","-0,05848819752","0,1793489531","1,249342733",1,0,1,0,0,0,2
24660118,Mercier-Hochelaga-Maisonneuve,Arrondissement,580,270,270,"16,12903226","5,93220339","26,4957265","6,451612903",0,"10,34482759",0,"80,74074074",0,0,0,"191,5185185","20,80740741","581,8148148",5,8,4,1,"1013,787457",28760,1,"8,577777778","23,29848029","-0,4411297397","-0,8062825707","-0,5988082729","-0,06421615272","0,3293545561","0,4175856976",0,0,0,0,0,0,0
24660119,Mercier-Hochelaga-Maisonneuve,Arrondissement,268,148,148,"6,25",0,"23,72881356","9,677419355",0,"9,433962264",0,100,0,0,0,"175,7837838","21,10810811","571,7567568",1,"1,918918919",3,1,"844,660884",28760,1,"11,43243243","19,76231176","-1,106123582","-0,8838364497","-0,4328421189","-0,1031391888","-0,2356775768","0,868322413",0,0,0,0,0,0,0
24660120,Mercier-Hochelaga-Maisonneuve,Arrondissement,530,266,266,"11,53846154","4,807692308","31,06796117","3,225806452",0,"7,692307692",0,100,0,0,0,"180,7293233","19,46616541","530,4360902",1,"1,533834586",3,1,"394,478905",28760,1,11,"24,71053143","-0,7399728088","-1,032126284","-0,4328421189","-0,1563734574","-0,5227902124","0,7665598415",0,0,0,0,1,0,1
24660121,Mercier-Hochelaga-Maisonneuve,Arrondissement,474,243,243,"12,5","3,296703297",20,0,0,"8,421052632",0,100,0,0,0,"136,4032922","16,17695473","487,5473251",1,"3,497942387","2,271604938","0,2716049383","720,637551",87910,"0,2716049383","10,09465021","29,16715161","-1,086118152","-0,9700786956","-0,4328421189","-0,3588813803","-0,3431788273","0,05555995978",0,0,0,0,0,0,0
24660122,Mercier-Hochelaga-Maisonneuve,Arrondissement,450,222,222,"11,53846154","3,260869565","39,78494624","14,58333333","14,3","8,888888889",0,100,0,0,0,"137,3333333","15,66666667",460,1,2,"2,333333333","1,666666667","311,421659",87910,0,12,"30,34043951","-0,2358380238","0,011049648","-0,4328421189","-0,3884257575","-0,4551201777","0,1272144437",0,0,0,0,0,0,0
24660123,Mercier-Hochelaga-Maisonneuve,Arrondissement,492,237,237,"16,66666667","3,225806452","41,30434783","19,14893617","13,8","8,24742268","40,08",100,0,0,0,"113,3586498","9,206751055","387,5864979",1,"1,700421941","1,4092827","0,2995780591","329,862179",87910,0,"11,4092827","30,93869687","0,1957169177","-0,0764791846","-0,2010985167","-0,6288167868","-0,745101621","0,03495585255",1,0,0,0,1,0,2
24660124,Mercier-Hochelaga-Maisonneuve,Arrondissement,582,286,286,10,"4,580152672","30,3030303","9,230769231",0,"4,273504274",0,100,0,0,0,"103,520979","7,195804196","325,9195804",1,2,2,"0,7097902098","317,711758",87910,0,12,"29,31950563","-0,6166872448","-1,323213737","-0,4328421189","-0,7400194589","-0,6124511986","0,1349615386",0,0,0,0,1,0,1
24660125,Mercier-Hochelaga-Maisonneuve,Arrondissement,656,278,278,"23,33333333","6,422018349","43,51851852","17,74193548","8,6","15,90909091","21,22",100,"21,22302158",0,0,"92,43165468","7,294964029","299,1258993","1,244604317","1,54676259","0,1223021583",1,"517,187995",43030,0,"10,05755396","29,33448846","0,6418968824","0,2335696376","-0,1122074227","-0,78518159","-0,8197298407","-0,1535966762",1,0,0,0,1,0,2
24660126,Mercier-Hochelaga-Maisonneuve,Arrondissement,489,233,233,"14,28571429","2,941176471","42,7184466","5,660377358","17,4","8,24742268",0,100,0,0,0,71,6,208,1,2,0,1,"509,265975",43030,0,10,"24,57316768","-0,3947590881","0,1604902675","-0,4328421189","-0,9326897256","-0,8437496837","-0,1260131194",0,0,0,0,1,0,1
24660127,Mercier-Hochelaga-Maisonneuve,Arrondissement,448,234,234,"27,27272727","6,451612903","40,42553191","26,53061224","18,8","22,22222222",0,100,"63,67521368",0,0,"101,525641","15,01282051","329,2008547",3,"2,252136752",1,1,"507,239773",43030,0,"7,504273504","34,76869024","1,090559621","1,44250253","0,1610355434","-0,5882814643","-0,6030842871","-0,5739834143",1,1,0,0,1,1,4
24660128,Mercier-Hochelaga-Maisonneuve,Arrondissement,476,217,217,24,"5,050505051","49,49494949","18,18181818",0,"6,315789474",0,100,100,0,"32,25806452","110,8894009","14,70506912","345,7281106",3,3,1,"1,506912442","497,204918",43030,0,9,"34,7977024","0,7358792301","-1,149327285","0,8153209682","-0,559355041","-0,5331708671","-0,3520948921",1,0,1,0,1,1,4
24660129,Mercier-Hochelaga-Maisonneuve,Arrondissement,514,243,243,"21,42857143","10,1010101","32,32323232","6,52173913","12,5","4,854368932",0,100,100,0,0,"112,9382716",17,"363,8765432",3,2,1,1,"497,227577",43030,0,14,"36,54946399","0,106595525","-0,4509465334","0,4998248139","-0,4950974186","-0,614739646","0,3770898801",0,0,1,0,1,0,2
24660130,Mercier-Hochelaga-Maisonneuve,Arrondissement,560,250,250,"13,79310345",0,"34,48275862","19,29824561",25,"7,142857143",0,"45,2",100,0,"28,8","110,828","12,692","323,508",3,"3,276",1,1,"494,24207",38855,0,"11,36","34,13831746","-0,2061479866","0,566712999","0,3092622392","-0,6166069604","-0,5978967656","0,003358092482",0,1,1,0,1,0,3
24660131,Mercier-Hochelaga-Maisonneuve,Arrondissement,593,266,266,20,"6,896551724","52,5862069","15,625",0,"4,201680672",0,100,100,0,"56,39097744","117,9473684",12,"346,8421053",3,4,1,1,"422,935742",43030,0,10,"38,72104895","0,5981846062","-1,32932902","1,051350046","-0,595151042","-0,6174742591","-0,2333706881",1,0,1,0,1,0,3
24660132,Mercier-Hochelaga-Maisonneuve,Arrondissement,541,241,241,"13,79310345",0,"32,03883495","8,510638298","14,3","6,422018349",0,"71,78423237",100,0,0,"133,4605809","29,17842324","485,9958506","4,846473029",2,"1,282157676",1,"440,320611",43030,0,14,"35,62201226","-0,6451474333","-0,1989873077","0,2566761874","-0,1111416951","-0,5241108795","0,3841276097",0,0,0,0,1,0,1
